,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1283.95,1251.0,1260.5,2021-03-15,LHL,1
1,ABBOTINDIA,15800.0,14650.0,14435.0,15746.0,2021-03-15,LHL,3
2,ABCAPITAL,85.0,132.15,125.0,89.1,2021-03-15,LHL,2
3,ABFRL,166.65,220.1,214.1,166.5,2021-03-15,LHL,1
4,ACC,1617.2,1798.75,1741.1,1626.1,2021-03-15,LHL,1
5,ADANIENT,477.0,904.0,874.5,491.15,2021-03-15,LHL,1
6,ADANIGREEN,1079.9,1179.95,1135.0,1065.95,2021-03-09,None,0
7,ADANIPORTS,485.0,727.8,706.05,503.85,2021-03-15,LHL,2
8,ADANITRANS,438.9,765.0,730.55,434.25,2021-03-10,None,0
9,AJANTPHARM,1643.1,1787.05,1726.1,1651.05,2021-02-19,None,0
10,ALKEM,2930.0,2786.5,2730.0,2950.75,2021-03-12,None,0
11,AMARAJABAT,928.0,897.35,871.4,925.05,2021-03-15,LHL,1
12,AMBUJACEM,249.0,290.9,279.0,250.85,2021-03-15,LHL,1
13,APLLTD,1035.0,942.7,901.25,1042.6,2021-03-15,LHL,1
14,APOLLOHOSP,2405.5,3025.0,2915.0,2414.85,2021-03-15,LHL,1
15,APOLLOTYRE,178.45,240.9,231.6,179.9,2021-03-15,LHL,1
16,ASHOKLEY,95.7,123.6,117.05,99.1,2021-03-15,LHL,2
17,ASIANPAINT,2759.0,2427.55,2343.05,2775.55,2021-03-15,LHL,1
18,AUBANK,855.0,1251.7,1179.0,875.35,2021-03-15,LHL,1
19,AUROPHARMA,923.7,848.0,817.0,927.75,2021-03-15,LHL,1
20,AXISBANK,620.25,754.0,716.65,623.8,2021-03-15,LHL,1
21,BAJAJ-AUTO,3446.0,3775.0,3621.05,3481.25,2021-03-15,LHL,2
22,BAJAJFINSV,8930.0,9969.0,9544.0,8870.45,2021-03-15,LHL,1
23,BAJAJHLDNG,3091.7,3620.0,3473.8,3119.15,2021-03-15,LHL,1
24,BAJFINANCE,5310.2,5585.65,5350.55,5280.15,2021-03-15,LHL,1
25,BALKRISIND,1646.0,1639.0,1590.2,1642.1,2021-03-15,LHL,1
26,BANDHANBNK,402.0,350.0,330.0,400.2,2021-03-15,LHL,1
27,BANKBARODA,61.8,79.7,76.0,64.5,2021-03-15,LHL,2
28,BANKINDIA,49.0,76.55,72.65,50.15,2021-03-15,LHL,4
29,BATAINDIA,1587.8,1510.9,1484.25,1573.9,2021-03-15,LHL,1
30,BBTC,1296.0,1196.0,1158.4,1304.75,2021-03-15,LHL,2
31,BEL,121.0,141.35,133.4,126.4,2021-03-15,LHL,1
32,BERGEPAINT,759.5,723.0,706.3,767.05,2021-03-15,LHL,2
33,BHARATFORG,527.65,620.5,602.05,538.1,2021-03-15,LHL,1
34,BHARTIARTL,512.25,527.8,516.4,515.15,2021-03-15,LHL,1
35,BHEL,36.15,56.35,52.55,38.7,2021-03-12,None,0
36,BIOCON,466.0,401.1,387.0,465.75,2021-03-15,LHL,1
37,BOSCHLTD,12813.0,15027.0,14625.85,12986.05,2021-03-15,LHL,2
38,BPCL,381.1,454.0,437.35,381.95,2021-03-09,None,0
39,BRITANNIA,3575.0,3456.55,3399.0,3567.8,2021-03-15,LHL,1
40,CADILAHC,477.75,442.5,430.6,478.4,2021-03-15,LHL,1
41,CANBK,128.9,159.0,151.75,133.3,2021-03-15,LHL,1
42,CASTROLIND,123.3,130.4,126.0,122.0,2021-03-15,LHL,4
43,CESC,617.0,631.95,615.1,620.65,2021-03-15,LHL,3
44,CHOLAFIN,387.65,537.85,514.05,411.35,2021-03-15,LHL,2
45,CIPLA,822.8,808.9,790.0,826.6,2021-03-15,LHL,1
46,COALINDIA,135.4,147.6,144.75,135.35,2021-03-15,LHL,2
47,COFORGE,2703.25,2631.0,2495.1,2722.25,2021-03-09,None,0
48,COLPAL,1565.0,1625.05,1585.9,1578.45,2021-03-15,LHL,2
49,CONCOR,400.45,572.5,553.0,403.4,2021-03-15,LHL,1
50,COROMANDEL,813.9,774.85,761.3,813.65,2021-03-15,LHL,2
51,CROMPTON,382.0,412.95,397.15,378.05,2021-03-15,LHL,1
52,CUB,180.1,172.75,167.65,180.45,2021-03-15,LHL,1
53,CUMMINSIND,575.5,889.35,856.25,581.35,2021-03-15,LHL,1
54,DABUR,534.0,530.0,521.3,534.2,2021-03-15,LHL,2
55,DALBHARAT,1083.9,1479.45,1441.0,1094.5,2021-03-09,None,0
56,DEEPAKNTR,949.0,1576.8,1523.1,987.85,2021-03-15,LHL,1
57,DHANI,321.65,281.7,231.6,313.4,2021-03-15,LHL,9
58,DIVISLAB,3839.0,3526.0,3371.0,3849.05,2021-03-15,LHL,1
59,DIXON,13514.05,19395.55,18910.1,13621.9,2021-03-08,None,0
60,DLF,232.85,310.7,296.7,238.35,2021-03-15,LHL,1
61,DMART,2767.0,3171.1,3096.0,2789.1,2021-03-15,LHL,1
62,DRREDDY,5217.25,4462.2,4285.0,5241.35,2021-03-15,LHL,1
63,EICHERMOT,2531.0,2683.5,2585.35,2542.7,2021-03-15,LHL,1
64,EMAMILTD,425.4,485.65,463.0,423.7,2021-03-09,None,0
65,ENDURANCE,1356.5,1405.0,1374.05,1349.75,2021-03-04,None,0
66,ESCORTS,1289.6,1385.0,1331.0,1287.8,2021-03-15,LHL,1
67,EXIDEIND,191.7,203.0,197.05,191.35,2021-03-15,LHL,2
68,FEDERALBNK,67.0,85.65,81.3,68.05,2021-03-15,LHL,1
69,FORTIS,156.0,160.55,156.45,156.0,2021-02-26,None,0
70,GAIL,123.9,147.8,141.55,123.65,2021-03-15,LHL,1
71,GLENMARK,493.75,478.95,463.25,502.6,2021-03-15,LHL,1
72,GMRINFRA,26.5,27.7,26.35,26.6,2021-03-15,LHL,3
73,GODREJAGRO,543.0,487.95,475.2,538.3,2021-03-15,LHL,1
74,GODREJCP,742.0,692.0,674.15,738.95,2021-03-15,LHL,1
75,GODREJIND,424.35,447.8,439.0,428.9,2021-02-26,None,0
76,GODREJPROP,1432.0,1469.2,1412.0,1427.25,2021-03-15,LHL,2
77,GRASIM,924.5,1391.9,1347.0,933.4,2021-03-15,LHL,1
78,GSPL,222.0,281.75,269.0,218.5,2021-03-15,LHL,1
79,GUJGASLTD,378.7,522.75,501.5,378.0,2021-03-15,LHL,2
80,HAL,849.0,1065.0,1011.35,856.8,2021-03-15,LHL,1
81,HAVELLS,919.8,1119.15,1086.55,909.9,2021-03-15,LHL,1
82,HCLTECH,942.0,994.35,967.35,950.5,2021-03-15,LHL,1
83,HDFC,2549.0,2568.0,2496.05,2568.75,2021-03-15,LHL,1
84,HDFCAMC,2937.65,3087.0,2935.0,2998.05,2021-03-15,LHL,3
85,HDFCBANK,1440.0,1548.4,1515.3,1425.05,2021-03-15,LHL,1
86,HDFCLIFE,676.5,715.0,695.5,678.4,2021-03-15,LHL,2
87,HEROMOTOCO,3115.0,3369.4,3243.0,3102.65,2021-03-15,LHL,3
88,HINDALCO,239.0,335.9,325.0,238.35,2021-03-15,LHL,1
