SYMBOL,OPEN,HIGH,LOW,CLOSE,TIMESTAMP
3MINDIA,26149.75,27749.85,25635.4,27335.35,12-MAR-2021
ABB,1504.0,1523.9,1451.0,1471.1,12-MAR-2021
POWERINDIA,1415.55,1426.75,1345.05,1362.55,12-MAR-2021
ACC,1836.45,1856.6,1782.0,1787.65,12-MAR-2021
AIAENG,1915.3,1950.0,1880.9,1930.3,12-MAR-2021
APLAPOLLO,1340.8,1394.9,1250.0,1257.55,12-MAR-2021
AUBANK,1274.4,1316.95,1202.8,1255.45,12-MAR-2021
AARTIDRUGS,708.45,713.8,668.0,688.3,12-MAR-2021
AARTIIND,1266.8,1292.85,1239.7,1283.5,12-MAR-2021
AAVAS,2298.0,2298.0,2106.6,2249.95,12-MAR-2021
ABBOTINDIA,14770.05,14850.05,14503.3,14616.25,12-MAR-2021
ADANIENT,918.1,928.4,888.7,894.1,12-MAR-2021
ADANIGREEN,1178.0,1200.0,1135.0,1160.6,12-MAR-2021
ADANIPORTS,762.7,767.8,723.0,728.15,12-MAR-2021
ATGL,717.9,749.45,680.85,738.0,12-MAR-2021
ADANITRANS,816.0,827.4,730.55,773.7,12-MAR-2021
ABCAPITAL,126.0,139.7,124.5,131.3,12-MAR-2021
ABFRL,218.0,223.7,214.55,218.65,12-MAR-2021
ADVENZYMES,349.95,363.0,345.0,354.2,12-MAR-2021
AEGISCHEM,316.9,329.7,302.6,304.5,12-MAR-2021
AFFLE,5980.0,6100.0,5626.0,5814.6,12-MAR-2021
AJANTPHARM,1765.25,1848.0,1735.0,1833.2,12-MAR-2021
AKZOINDIA,2190.0,2324.0,2170.3,2297.05,12-MAR-2021
ALEMBICLTD,101.1,103.0,99.9,100.05,12-MAR-2021
APLLTD,917.0,948.0,906.25,939.9,12-MAR-2021
ALKEM,2794.2,2808.5,2730.0,2773.5,12-MAR-2021
ALKYLAMINE,5139.6,5200.0,4981.3,5144.15,12-MAR-2021
ALOKINDS,21.4,23.2,21.35,21.5,12-MAR-2021
AMARAJABAT,902.0,909.0,879.95,893.25,12-MAR-2021
AMBER,3588.0,3649.0,3380.0,3412.7,12-MAR-2021
AMBUJACEM,287.0,293.9,284.2,289.5,12-MAR-2021
APOLLOHOSP,2901.0,3031.0,2826.7,2976.35,12-MAR-2021
APOLLOTYRE,244.95,246.25,229.05,239.25,12-MAR-2021
ASHOKLEY,127.9,127.95,120.75,122.05,12-MAR-2021
ASHOKA,114.95,116.75,108.9,109.4,12-MAR-2021
ASIANPAINT,2383.0,2464.65,2360.05,2401.35,12-MAR-2021
ASTERDM,143.3,144.45,140.6,142.0,12-MAR-2021
ASTRAZEN,3460.0,3495.0,3365.55,3417.95,12-MAR-2021
ASTRAL,2230.0,2630.0,2227.0,2503.25,12-MAR-2021
ATUL,6724.45,6840.0,6670.0,6784.15,12-MAR-2021
AUROPHARMA,863.35,876.5,843.5,848.25,12-MAR-2021
AVANTIFEED,492.3,504.9,479.0,482.25,12-MAR-2021
